modelo,fpr,tpr
SNA - Regresión Logística,0.02578194816800715,0.10095389507154214
SNA - Regresión Logística,0.026228775692582664,0.10095389507154214
SNA - Regresión Logística,0.026228775692582664,0.10135135135135136
SNA - Regresión Logística,0.026273458445040216,0.10135135135135136
SNA - Regresión Logística,0.026273458445040216,0.10174880763116058
SNA - Regresión Logística,0.026318141197497764,0.10174880763116058
SNA - Regresión Logística,0.026318141197497764,0.10214626391096979
SNA - Regresión Logística,0.026362823949955316,0.10214626391096979
SNA - Regresión Logística,0.026362823949955316,0.10294117647058823
SNA - Regresión Logística,0.026407506702412868,0.10294117647058823
SNA - Regresión Logística,0.026407506702412868,0.10333863275039745
SNA - Regresión Logística,0.026541554959785524,0.10333863275039745
SNA - Regresión Logística,0.026541554959785524,0.10373608903020667
SNA - Regresión Logística,0.026586237712243076,0.10373608903020667
SNA - Regresión Logística,0.026586237712243076,0.10453100158982512
SNA - Regresión Logística,0.026720285969615728,0.10453100158982512
SNA - Regresión Logística,0.026720285969615728,0.10492845786963434
SNA - Regresión Logística,0.027345844504021447,0.10492845786963434
SNA - Regresión Logística,0.027345844504021447,0.10532591414944356
SNA - Regresión Logística,0.027613941018766755,0.10532591414944356
SNA - Regresión Logística,0.027613941018766755,0.10572337042925278
SNA - Regresión Logística,0.027658623771224307,0.10572337042925278
SNA - Regresión Logística,0.027658623771224307,0.106120826709062
SNA - Regresión Logística,0.02801608579088472,0.106120826709062
SNA - Regresión Logística,0.02801608579088472,0.10651828298887123
SNA - Regresión Logística,0.028552278820375334,0.10651828298887123
SNA - Regresión Logística,0.028552278820375334,0.10691573926868045
SNA - Regresión Logística,0.028909740840035746,0.10691573926868045
SNA - Regresión Logística,0.028909740840035746,0.10771065182829889
SNA - Regresión Logística,0.029088471849865953,0.10771065182829889
SNA - Regresión Logística,0.029088471849865953,0.10850556438791734
SNA - Regresión Logística,0.029535299374441465,0.10850556438791734
SNA - Regresión Logística,0.029535299374441465,0.10969793322734499
SNA - Regresión Logística,0.029579982126899017,0.10969793322734499
SNA - Regresión Logística,0.029579982126899017,0.11009538950715421
SNA - Regresión Logística,0.029803395889186773,0.11009538950715421
SNA - Regresión Logística,0.029803395889186773,0.11208267090620032
SNA - Regresión Logística,0.02998212689901698,0.11208267090620032
SNA - Regresión Logística,0.02998212689901698,0.11248012718600954
SNA - Regresión Logística,0.03007149240393208,0.11248012718600954
SNA - Regresión Logística,0.03007149240393208,0.11287758346581876
SNA - Regresión Logística,0.030116175156389632,0.11287758346581876
