modelo,precision,recall
SNA - Regresión Logística,0.1017245586919385,0.9940381558028617
SNA - Regresión Logística,0.10172869635956884,0.9940381558028617
SNA - Regresión Logística,0.10173283436381386,0.9940381558028617
SNA - Regresión Logística,0.10173697270471464,0.9940381558028617
SNA - Regresión Logística,0.10174111138231226,0.9940381558028617
SNA - Regresión Logística,0.10174525039664782,0.9940381558028617
SNA - Regresión Logística,0.1017493897477624,0.9940381558028617
SNA - Regresión Logística,0.10175352943569714,0.9940381558028617
SNA - Regresión Logística,0.10175766946049312,0.9940381558028617
SNA - Regresión Logística,0.10176180982219148,0.9940381558028617
SNA - Regresión Logística,0.10176595052083333,0.9940381558028617
SNA - Regresión Logística,0.10177009155645982,0.9940381558028617
SNA - Regresión Logística,0.10177423292911207,0.9940381558028617
SNA - Regresión Logística,0.10177837463883124,0.9940381558028617
SNA - Regresión Logística,0.10178251668565848,0.9940381558028617
SNA - Regresión Logística,0.10178665906963494,0.9940381558028617
SNA - Regresión Logística,0.10179080179080179,0.9940381558028617
SNA - Regresión Logística,0.10179494484920021,0.9940381558028617
SNA - Regresión Logística,0.10179908824487138,0.9940381558028617
SNA - Regresión Logística,0.10180323197785647,0.9940381558028617
SNA - Regresión Logística,0.10180737604819669,0.9940381558028617
SNA - Regresión Logística,0.10181152045593324,0.9940381558028617
SNA - Regresión Logística,0.10181566520110731,0.9940381558028617
SNA - Regresión Logística,0.10181981028376012,0.9940381558028617
SNA - Regresión Logística,0.1018239557039329,0.9940381558028617
SNA - Regresión Logística,0.10182810146166688,0.9940381558028617
SNA - Regresión Logística,0.10183224755700326,0.9940381558028617
SNA - Regresión Logística,0.1018363939899833,0.9940381558028617
SNA - Regresión Logística,0.10184054076064826,0.9940381558028617
SNA - Regresión Logística,0.10184468786903937,0.9940381558028617
SNA - Regresión Logística,0.10184883531519791,0.9940381558028617
SNA - Regresión Logística,0.10185298309916514,0.9940381558028617
SNA - Regresión Logística,0.10185713122098232,0.9940381558028617
SNA - Regresión Logística,0.10186127968069075,0.9940381558028617
SNA - Regresión Logística,0.1018654284783317,0.9940381558028617
SNA - Regresión Logística,0.10186957761394648,0.9940381558028617
SNA - Regresión Logística,0.10187372708757637,0.9940381558028617
SNA - Regresión Logística,0.1018778768992627,0.9940381558028617
SNA - Regresión Logística,0.10188202704904677,0.9940381558028617
SNA - Regresión Logística,0.1018861775369699,0.9940381558028617
SNA - Regresión Logística,0.1018903283630734,0.9940381558028617
SNA - Regresión Logística,0.10189447952739865,0.9940381558028617
SNA - Regresión Logística,0.10189863102998696,0.9940381558028617
SNA - Regresión Logística,0.10190278287087969,0.9940381558028617
SNA - Regresión Logística,0.10190693505011816,0.9940381558028617
SNA - Regresión Logística,0.10191108756774378,0.9940381558028617
SNA - Regresión Logística,0.10191524042379788,0.9940381558028617
SNA - Regresión Logística,0.10191939361832185,0.9940381558028617
SNA - Regresión Logística,0.10192354715135708,0.9940381558028617
SNA - Regresión Logística,0.10192770102294495,0.9940381558028617
SNA - Regresión Logística,0.10193185523312684,0.9940381558028617
SNA - Regresión Logística,0.10193600978194416,0.9940381558028617
SNA - Regresión Logística,0.10194016466943832,0.9940381558028617
SNA - Regresión Logística,0.10194431989565075,0.9940381558028617
SNA - Regresión Logística,0.10194847546062286,0.9940381558028617
SNA - Regresión Logística,0.10195263136439607,0.9940381558028617
SNA - Regresión Logística,0.10195678760701182,0.9940381558028617
SNA - Regresión Logística,0.10196094418851155,0.9940381558028617
SNA - Regresión Logística,0.10196510110893672,0.9940381558028617
SNA - Regresión Logística,0.10196925836832878,0.9940381558028617
SNA - Regresión Logística,0.10197341596672918,0.9940381558028617
SNA - Regresión Logística,0.10197757390417941,0.9940381558028617
SNA - Regresión Logística,0.10198173218072093,0.9940381558028617
SNA - Regresión Logística,0.10198589079639522,0.9940381558028617
SNA - Regresión Logística,0.10199004975124377,0.9940381558028617
SNA - Regresión Logística,0.1019942090453081,0.9940381558028617
SNA - Regresión Logística,0.10199836867862969,0.9940381558028617
SNA - Regresión Logística,0.10200252865125005,0.9940381558028617
SNA - Regresión Logística,0.1020066889632107,0.9940381558028617
SNA - Regresión Logística,0.10201084961455317,0.9940381558028617
SNA - Regresión Logística,0.10201501060531898,0.9940381558028617
SNA - Regresión Logística,0.10201917193554966,0.9940381558028617
SNA - Regresión Logística,0.10202333360528677,0.9940381558028617
SNA - Regresión Logística,0.10202749561457186,0.9940381558028617
SNA - Regresión Logística,0.10203165796344647,0.9940381558028617
SNA - Regresión Logística,0.10203582065195219,0.9940381558028617
SNA - Regresión Logística,0.10203998368013056,0.9940381558028617
SNA - Regresión Logística,0.10204414704802317,0.9940381558028617
SNA - Regresión Logística,0.10204831075567161,0.9940381558028617
SNA - Regresión Logística,0.10205247480311748,0.9940381558028617
SNA - Regresión Logística,0.10205663919040235,0.9940381558028617
