feature,importancia
pagerank,0.2896785036507883
strength,0.21659500123470285
n_procesos,0.20508974058782026
log_valor_total,0.13787512555997072
log_valor_medio,0.13221586980574418
n_cuentas_plataforma,0.017893607845589056
en_componente_gigante,0.0006521513153846401
