epoca,perdida,auc_validacion
50,0.336894,0.892739
100,0.315447,0.908117
150,0.294442,0.909237
200,0.292202,0.91124
250,0.286959,0.913136
300,0.305965,0.90986
350,0.283698,0.909469
400,0.283584,0.910059
450,0.285328,0.914696
500,0.278029,0.912351
550,0.277183,0.911639
600,0.274428,0.912521
650,0.291151,0.912923
700,0.283576,0.912432
750,0.27141,0.914437
