id_nodo,en_triangulo,comparte_contacto,representante_compartido,componente_cerrado,banderas_rojas
N-37412,0.0,0.0,0.0,0.0,0.0
N-15600,0.0,0.0,0.0,0.0,0.0
N-29396,0.0,0.0,0.0,0.0,0.0
N-20715,0.0,0.0,0.0,0.0,0.0
P-35074,0.0,0.0,0.0,0.0,0.0
N-27181,0.0,0.0,0.0,0.0,0.0
N-37767,0.0,0.0,0.0,0.0,0.0
P-39175,0.0,0.0,0.0,0.0,0.0
N-28113,0.0,0.0,0.0,0.0,0.0
P-22573,0.0,0.0,0.0,0.0,0.0
N-12837,0.0,0.0,0.0,0.0,0.0
P-41372,0.0,0.0,0.0,0.0,0.0
N-23707,0.0,0.0,0.0,0.0,0.0
P-10750,0.0,0.0,0.0,0.0,0.0
P-22211,1.0,0.0,0.0,0.0,0.25
P-47934,0.0,0.0,0.0,0.0,0.0
P-05162,0.0,0.0,0.0,0.0,0.0
N-15506,0.0,0.0,0.0,0.0,0.0
N-02288,0.0,0.0,0.0,0.0,0.0
N-10553,0.0,0.0,0.0,0.0,0.0
N-32070,0.0,0.0,0.0,0.0,0.0
P-22718,0.0,0.0,0.0,0.0,0.0
N-00092,0.0,0.0,0.0,0.0,0.0
P-20480,0.0,0.0,0.0,0.0,0.0
N-12918,0.0,0.0,0.0,0.0,0.0
N-12305,0.0,0.0,0.0,0.0,0.0
N-04589,0.0,0.0,0.0,0.0,0.0
P-00744,0.0,1.0,0.0,0.0,0.25
P-43281,0.0,0.0,0.0,0.0,0.0
N-31233,0.0,0.0,1.0,0.0,0.25
P-26519,0.0,1.0,0.0,0.0,0.25
P-42194,0.0,0.0,0.0,0.0,0.0
P-14958,0.0,0.0,0.0,0.0,0.0
P-48392,0.0,0.0,0.0,0.0,0.0
N-14547,0.0,0.0,0.0,0.0,0.0
P-27228,0.0,0.0,0.0,0.0,0.0
P-47576,0.0,0.0,0.0,0.0,0.0
P-38806,0.0,0.0,0.0,0.0,0.0
P-02432,0.0,0.0,0.0,0.0,0.0
P-47255,0.0,1.0,0.0,0.0,0.25
P-37539,0.0,0.0,0.0,0.0,0.0
P-09240,1.0,1.0,1.0,0.0,0.75
P-38899,0.0,0.0,0.0,0.0,0.0
P-38961,0.0,0.0,0.0,0.0,0.0
N-27772,0.0,0.0,0.0,0.0,0.0
P-39440,0.0,0.0,0.0,0.0,0.0
N-32405,0.0,0.0,0.0,0.0,0.0
P-47565,0.0,0.0,0.0,0.0,0.0
N-35922,0.0,0.0,0.0,0.0,0.0
N-33010,0.0,0.0,0.0,0.0,0.0
N-06689,0.0,0.0,0.0,0.0,0.0
N-11650,0.0,0.0,0.0,0.0,0.0
P-30695,0.0,0.0,0.0,0.0,0.0
N-14240,0.0,0.0,0.0,0.0,0.0
P-35944,0.0,0.0,1.0,0.0,0.25
N-15013,0.0,0.0,0.0,0.0,0.0
P-49215,0.0,0.0,0.0,0.0,0.0
N-31729,0.0,0.0,0.0,0.0,0.0
N-36153,0.0,0.0,0.0,0.0,0.0
N-10151,0.0,0.0,0.0,0.0,0.0
N-33147,0.0,0.0,0.0,0.0,0.0
N-03930,0.0,0.0,0.0,0.0,0.0
UT-43965,0.0,0.0,0.0,0.0,0.0
P-45245,0.0,0.0,0.0,0.0,0.0
P-35078,0.0,0.0,0.0,0.0,0.0
N-30659,0.0,0.0,0.0,0.0,0.0
N-13462,0.0,0.0,0.0,0.0,0.0
N-13553,0.0,0.0,1.0,0.0,0.25
P-29750,0.0,0.0,0.0,0.0,0.0
N-28143,0.0,0.0,0.0,0.0,0.0
P-04945,0.0,0.0,0.0,0.0,0.0
N-17093,0.0,0.0,0.0,0.0,0.0
N-15503,0.0,0.0,0.0,0.0,0.0
P-09599,0.0,0.0,1.0,1.0,0.5
N-16414,0.0,0.0,0.0,0.0,0.0
N-22061,0.0,0.0,0.0,0.0,0.0
P-33517,0.0,0.0,0.0,0.0,0.0
N-23464,0.0,0.0,0.0,0.0,0.0
P-23019,0.0,0.0,1.0,0.0,0.25
P-13545,0.0,0.0,0.0,0.0,0.0
N-15490,0.0,0.0,0.0,0.0,0.0
N-18666,0.0,0.0,0.0,0.0,0.0
N-09345,0.0,0.0,0.0,0.0,0.0
UT-21611,0.0,0.0,0.0,0.0,0.0
N-19607,0.0,0.0,0.0,0.0,0.0
N-24476,0.0,0.0,1.0,0.0,0.25
N-37567,0.0,0.0,0.0,0.0,0.0
P-18079,0.0,0.0,0.0,0.0,0.0
P-36957,0.0,0.0,0.0,0.0,0.0
N-36274,0.0,0.0,0.0,0.0,0.0
P-30323,0.0,0.0,0.0,0.0,0.0
N-12393,0.0,0.0,0.0,0.0,0.0
N-01836,0.0,0.0,0.0,0.0,0.0
N-02632,0.0,0.0,0.0,0.0,0.0
P-41339,0.0,0.0,0.0,0.0,0.0
P-36487,0.0,0.0,0.0,0.0,0.0
P-44839,0.0,0.0,0.0,0.0,0.0
N-05232,0.0,0.0,0.0,0.0,0.0
UT-25761,0.0,1.0,0.0,0.0,0.25
P-34454,0.0,0.0,0.0,0.0,0.0
P-48591,0.0,0.0,0.0,0.0,0.0
P-45202,0.0,0.0,0.0,0.0,0.0
P-30989,1.0,1.0,0.0,0.0,0.5
UT-27910,1.0,0.0,0.0,0.0,0.25
UT-3613,0.0,1.0,0.0,0.0,0.25
UT-33411,0.0,1.0,1.0,0.0,0.5
UT-27209,0.0,1.0,0.0,0.0,0.25
N-03287,0.0,0.0,0.0,0.0,0.0
P-26104,0.0,0.0,0.0,0.0,0.0
P-36825,0.0,0.0,0.0,0.0,0.0
UT-11059,0.0,1.0,0.0,0.0,0.25
UT-21775,0.0,1.0,0.0,0.0,0.25
UT-37888,0.0,1.0,0.0,0.0,0.25
UT-5060,0.0,1.0,0.0,0.0,0.25
N-16572,0.0,0.0,0.0,0.0,0.0
N-05431,0.0,0.0,0.0,0.0,0.0
N-19261,0.0,0.0,0.0,0.0,0.0
P-16312,0.0,0.0,0.0,0.0,0.0
N-20134,0.0,0.0,0.0,0.0,0.0
P-06626,0.0,0.0,0.0,0.0,0.0
UT-21271,0.0,0.0,1.0,0.0,0.25
UT-2309,1.0,1.0,0.0,0.0,0.5
P-11950,0.0,0.0,0.0,0.0,0.0
N-23111,0.0,0.0,0.0,0.0,0.0
P-15859,0.0,0.0,0.0,0.0,0.0
N-11883,0.0,0.0,0.0,0.0,0.0
N-01040,0.0,0.0,0.0,0.0,0.0
P-08623,0.0,0.0,0.0,0.0,0.0
N-31978,0.0,0.0,0.0,0.0,0.0
P-26335,0.0,0.0,0.0,0.0,0.0
P-31585,0.0,0.0,0.0,0.0,0.0
N-28325,0.0,0.0,0.0,0.0,0.0
N-11849,0.0,0.0,0.0,0.0,0.0
P-12432,0.0,0.0,0.0,0.0,0.0
P-03832,0.0,0.0,0.0,0.0,0.0
N-04297,0.0,0.0,0.0,0.0,0.0
N-30476,0.0,0.0,0.0,0.0,0.0
N-13009,0.0,0.0,0.0,0.0,0.0
N-27677,0.0,0.0,0.0,0.0,0.0
P-17748,0.0,0.0,0.0,0.0,0.0
N-03554,0.0,0.0,0.0,0.0,0.0
P-47640,1.0,1.0,0.0,0.0,0.5
N-03903,0.0,0.0,0.0,0.0,0.0
N-10052,0.0,0.0,0.0,0.0,0.0
P-06538,0.0,0.0,0.0,0.0,0.0
N-04146,0.0,0.0,0.0,0.0,0.0
N-07286,0.0,0.0,0.0,0.0,0.0
P-27024,0.0,0.0,0.0,0.0,0.0
N-04791,0.0,0.0,0.0,0.0,0.0
N-23250,0.0,0.0,0.0,0.0,0.0
N-33152,0.0,0.0,0.0,0.0,0.0
N-00208,0.0,0.0,0.0,0.0,0.0
N-27848,0.0,0.0,0.0,0.0,0.0
N-32317,0.0,0.0,0.0,0.0,0.0
N-24321,0.0,0.0,0.0,0.0,0.0
N-35549,0.0,0.0,0.0,0.0,0.0
N-26301,0.0,0.0,0.0,0.0,0.0
N-11221,0.0,0.0,0.0,0.0,0.0
N-20219,0.0,0.0,0.0,0.0,0.0
N-32908,0.0,0.0,0.0,0.0,0.0
N-30213,0.0,0.0,0.0,0.0,0.0
N-11169,0.0,0.0,0.0,0.0,0.0
N-34701,0.0,0.0,0.0,0.0,0.0
N-33004,0.0,0.0,0.0,0.0,0.0
N-19154,0.0,0.0,0.0,0.0,0.0
N-08943,0.0,0.0,0.0,0.0,0.0
N-11909,0.0,0.0,0.0,0.0,0.0
N-35660,0.0,0.0,0.0,0.0,0.0
N-37288,0.0,0.0,0.0,0.0,0.0
N-27350,0.0,0.0,0.0,0.0,0.0
N-19615,0.0,0.0,0.0,0.0,0.0
N-34320,0.0,0.0,0.0,0.0,0.0
N-27905,0.0,0.0,0.0,0.0,0.0
N-22098,0.0,0.0,0.0,0.0,0.0
N-18337,0.0,0.0,0.0,0.0,0.0
N-23079,0.0,0.0,0.0,0.0,0.0
N-34776,0.0,0.0,1.0,0.0,0.25
N-36595,0.0,0.0,0.0,0.0,0.0
N-18533,0.0,0.0,0.0,0.0,0.0
N-12905,0.0,0.0,0.0,0.0,0.0
N-32581,0.0,0.0,0.0,0.0,0.0
N-22828,0.0,0.0,0.0,0.0,0.0
N-28980,0.0,0.0,0.0,0.0,0.0
N-34551,0.0,0.0,0.0,0.0,0.0
N-29949,0.0,0.0,0.0,0.0,0.0
N-34462,0.0,0.0,0.0,0.0,0.0
N-29532,0.0,0.0,0.0,0.0,0.0
N-09038,0.0,0.0,0.0,0.0,0.0
N-29947,0.0,0.0,0.0,0.0,0.0
N-14743,0.0,0.0,0.0,0.0,0.0
N-10663,0.0,0.0,0.0,0.0,0.0
N-27707,0.0,0.0,0.0,0.0,0.0
N-27200,0.0,1.0,0.0,0.0,0.25
N-23362,0.0,1.0,0.0,0.0,0.25
N-10950,0.0,0.0,0.0,0.0,0.0
N-36173,0.0,0.0,0.0,0.0,0.0
P-43172,0.0,0.0,0.0,0.0,0.0
P-25899,0.0,0.0,0.0,0.0,0.0
P-19827,0.0,0.0,0.0,0.0,0.0
P-06390,0.0,0.0,0.0,0.0,0.0
P-44464,0.0,0.0,1.0,0.0,0.25
P-35135,0.0,0.0,0.0,0.0,0.0
P-37215,0.0,0.0,0.0,0.0,0.0
N-14155,0.0,0.0,0.0,0.0,0.0
N-22974,0.0,0.0,0.0,0.0,0.0
N-34716,0.0,0.0,0.0,0.0,0.0
P-24774,0.0,0.0,0.0,0.0,0.0
P-19632,0.0,0.0,0.0,0.0,0.0
P-11121,0.0,0.0,0.0,0.0,0.0
P-02895,0.0,0.0,0.0,0.0,0.0
P-20705,0.0,0.0,0.0,0.0,0.0
N-06614,0.0,0.0,0.0,0.0,0.0
P-34264,0.0,0.0,0.0,0.0,0.0
P-44674,0.0,0.0,0.0,0.0,0.0
P-23971,0.0,0.0,0.0,0.0,0.0
N-10760,0.0,0.0,0.0,0.0,0.0
N-00535,0.0,0.0,0.0,0.0,0.0
P-16158,0.0,0.0,0.0,0.0,0.0
N-10894,0.0,0.0,0.0,0.0,0.0
P-31094,0.0,0.0,0.0,0.0,0.0
P-21044,0.0,0.0,1.0,0.0,0.25
N-04673,0.0,0.0,0.0,0.0,0.0
N-06205,0.0,0.0,0.0,0.0,0.0
P-45164,0.0,0.0,0.0,0.0,0.0
P-03288,0.0,0.0,1.0,0.0,0.25
N-36840,0.0,0.0,0.0,0.0,0.0
N-22220,0.0,0.0,0.0,0.0,0.0
P-12051,0.0,0.0,0.0,0.0,0.0
P-45159,0.0,0.0,0.0,0.0,0.0
P-11012,0.0,0.0,0.0,0.0,0.0
N-31656,0.0,0.0,0.0,0.0,0.0
P-15808,0.0,0.0,0.0,0.0,0.0
P-26008,0.0,0.0,0.0,0.0,0.0
P-27792,0.0,0.0,0.0,0.0,0.0
P-32650,0.0,0.0,0.0,0.0,0.0
N-17414,0.0,0.0,0.0,0.0,0.0
P-17768,0.0,0.0,0.0,0.0,0.0
P-16528,0.0,0.0,0.0,0.0,0.0
N-30202,0.0,0.0,0.0,0.0,0.0
N-26774,0.0,0.0,0.0,0.0,0.0
N-00353,0.0,0.0,0.0,0.0,0.0
N-24083,0.0,0.0,0.0,0.0,0.0
P-34062,0.0,0.0,0.0,0.0,0.0
P-28373,0.0,0.0,0.0,0.0,0.0
N-34685,0.0,0.0,0.0,0.0,0.0
P-50178,0.0,0.0,0.0,0.0,0.0
N-26032,0.0,0.0,0.0,0.0,0.0
UT-29962,1.0,1.0,0.0,0.0,0.5
P-29586,0.0,1.0,0.0,0.0,0.25
P-39851,0.0,0.0,0.0,0.0,0.0
P-49341,0.0,0.0,0.0,0.0,0.0
P-29133,0.0,0.0,0.0,0.0,0.0
N-28379,0.0,0.0,0.0,0.0,0.0
N-17434,0.0,0.0,0.0,0.0,0.0
N-37964,0.0,0.0,0.0,0.0,0.0
P-31587,0.0,0.0,0.0,0.0,0.0
P-35989,0.0,0.0,0.0,0.0,0.0
N-13839,0.0,0.0,0.0,0.0,0.0
P-22609,0.0,0.0,0.0,0.0,0.0
P-16125,0.0,0.0,0.0,0.0,0.0
P-30493,1.0,1.0,1.0,0.0,0.75
P-28323,0.0,0.0,0.0,0.0,0.0
P-13454,0.0,0.0,0.0,0.0,0.0
N-34660,0.0,0.0,0.0,0.0,0.0
P-09951,0.0,0.0,0.0,0.0,0.0
P-15998,0.0,1.0,0.0,0.0,0.25
P-25838,0.0,0.0,0.0,0.0,0.0
N-16296,0.0,0.0,0.0,0.0,0.0
P-00903,0.0,0.0,0.0,0.0,0.0
P-38140,0.0,0.0,0.0,0.0,0.0
P-03606,0.0,0.0,0.0,0.0,0.0
P-23672,0.0,1.0,1.0,0.0,0.5
P-32205,0.0,0.0,0.0,0.0,0.0
P-03856,0.0,0.0,0.0,0.0,0.0
N-11798,0.0,0.0,0.0,0.0,0.0
P-35937,0.0,0.0,0.0,0.0,0.0
P-01300,0.0,0.0,0.0,0.0,0.0
N-23533,0.0,1.0,0.0,0.0,0.25
P-20040,0.0,0.0,0.0,0.0,0.0
N-27899,0.0,0.0,0.0,0.0,0.0
N-23917,0.0,0.0,0.0,0.0,0.0
P-02635,0.0,0.0,0.0,0.0,0.0
N-27939,0.0,0.0,0.0,0.0,0.0
N-12545,0.0,0.0,0.0,0.0,0.0
P-08082,0.0,0.0,0.0,0.0,0.0
N-12084,0.0,0.0,0.0,0.0,0.0
P-49703,0.0,0.0,0.0,0.0,0.0
N-07829,0.0,0.0,0.0,0.0,0.0
N-36036,0.0,0.0,0.0,0.0,0.0
N-34132,0.0,0.0,0.0,0.0,0.0
P-00549,0.0,0.0,0.0,0.0,0.0
N-23749,0.0,0.0,0.0,0.0,0.0
N-09091,0.0,0.0,0.0,0.0,0.0
N-10729,0.0,0.0,0.0,0.0,0.0
P-50541,0.0,0.0,0.0,0.0,0.0
P-26103,0.0,0.0,0.0,0.0,0.0
N-28838,0.0,0.0,0.0,0.0,0.0
N-08975,0.0,0.0,0.0,0.0,0.0
N-31110,0.0,0.0,0.0,0.0,0.0
P-48406,0.0,0.0,0.0,0.0,0.0
N-24954,0.0,0.0,0.0,0.0,0.0
P-51335,0.0,1.0,0.0,0.0,0.25
N-05410,0.0,0.0,0.0,0.0,0.0
N-36678,0.0,0.0,0.0,0.0,0.0
N-11722,0.0,0.0,0.0,0.0,0.0
P-25146,0.0,0.0,0.0,0.0,0.0
N-07553,0.0,0.0,0.0,0.0,0.0
P-36152,0.0,0.0,0.0,0.0,0.0
N-00666,0.0,0.0,0.0,0.0,0.0
P-02712,0.0,0.0,0.0,0.0,0.0
N-02092,0.0,0.0,0.0,0.0,0.0
N-19475,0.0,0.0,0.0,0.0,0.0
N-34638,0.0,0.0,0.0,0.0,0.0
P-29218,0.0,0.0,0.0,0.0,0.0
P-22676,0.0,0.0,0.0,0.0,0.0
P-12898,0.0,0.0,0.0,0.0,0.0
P-32942,0.0,0.0,0.0,0.0,0.0
P-44703,0.0,0.0,0.0,0.0,0.0
N-09064,0.0,0.0,0.0,0.0,0.0
N-19058,0.0,0.0,0.0,0.0,0.0
N-03358,0.0,0.0,0.0,0.0,0.0
P-31118,0.0,0.0,0.0,0.0,0.0
N-08557,0.0,0.0,0.0,0.0,0.0
P-29465,0.0,0.0,0.0,0.0,0.0
P-47826,0.0,0.0,0.0,0.0,0.0
N-29431,0.0,0.0,0.0,1.0,0.25
P-47529,0.0,1.0,0.0,0.0,0.25
P-04416,0.0,0.0,0.0,0.0,0.0
UT-9024,0.0,0.0,0.0,0.0,0.0
P-45610,0.0,0.0,1.0,0.0,0.25
N-27855,0.0,0.0,0.0,0.0,0.0
N-15288,0.0,0.0,0.0,0.0,0.0
P-04045,0.0,0.0,0.0,0.0,0.0
P-41885,0.0,0.0,0.0,0.0,0.0
N-18984,0.0,0.0,0.0,0.0,0.0
P-27436,0.0,0.0,1.0,0.0,0.25
N-23259,0.0,0.0,0.0,0.0,0.0
P-28271,0.0,0.0,1.0,0.0,0.25
N-23698,0.0,0.0,0.0,0.0,0.0
P-15869,0.0,0.0,0.0,0.0,0.0
P-39272,0.0,1.0,0.0,0.0,0.25
N-06229,0.0,0.0,0.0,0.0,0.0
UT-10124,0.0,0.0,0.0,0.0,0.0
N-32731,0.0,0.0,0.0,0.0,0.0
P-19157,0.0,0.0,0.0,0.0,0.0
P-26082,0.0,0.0,0.0,0.0,0.0
P-34005,0.0,0.0,0.0,0.0,0.0
N-03525,0.0,0.0,0.0,0.0,0.0
N-20489,0.0,0.0,0.0,0.0,0.0
N-16276,0.0,0.0,0.0,0.0,0.0
P-10864,0.0,0.0,0.0,0.0,0.0
N-32050,0.0,0.0,0.0,0.0,0.0
P-04568,0.0,0.0,0.0,0.0,0.0
N-31514,0.0,0.0,0.0,0.0,0.0
P-31722,0.0,0.0,0.0,0.0,0.0
P-36923,0.0,0.0,0.0,0.0,0.0
P-31609,0.0,0.0,0.0,0.0,0.0
N-21037,0.0,0.0,0.0,0.0,0.0
N-19837,0.0,0.0,0.0,0.0,0.0
N-04566,0.0,0.0,0.0,0.0,0.0
N-29132,0.0,0.0,0.0,0.0,0.0
N-26677,0.0,0.0,0.0,0.0,0.0
N-09338,0.0,0.0,0.0,0.0,0.0
P-32408,0.0,0.0,0.0,0.0,0.0
P-09946,0.0,0.0,0.0,0.0,0.0
N-33560,0.0,0.0,0.0,0.0,0.0
N-26104,0.0,0.0,0.0,0.0,0.0
N-04380,0.0,0.0,0.0,0.0,0.0
N-26378,0.0,0.0,0.0,0.0,0.0
N-38049,0.0,0.0,0.0,0.0,0.0
N-34477,0.0,0.0,0.0,0.0,0.0
N-04935,0.0,0.0,0.0,0.0,0.0
P-44902,0.0,0.0,0.0,0.0,0.0
P-25891,0.0,0.0,0.0,0.0,0.0
N-06198,0.0,0.0,0.0,0.0,0.0
P-50944,0.0,0.0,0.0,0.0,0.0
P-36052,0.0,0.0,0.0,0.0,0.0
N-18210,0.0,0.0,0.0,0.0,0.0
P-31554,0.0,0.0,0.0,0.0,0.0
N-07678,0.0,0.0,0.0,0.0,0.0
N-18343,0.0,1.0,0.0,0.0,0.25
P-09300,0.0,0.0,0.0,0.0,0.0
P-00938,0.0,0.0,0.0,0.0,0.0
P-31026,0.0,0.0,1.0,0.0,0.25
UT-13808,0.0,1.0,0.0,0.0,0.25
P-31488,0.0,0.0,0.0,0.0,0.0
P-36089,1.0,0.0,0.0,0.0,0.25
P-23592,0.0,0.0,0.0,0.0,0.0
N-09918,0.0,0.0,0.0,0.0,0.0
P-48335,0.0,0.0,0.0,0.0,0.0
P-48119,0.0,0.0,0.0,0.0,0.0
UT-0806,0.0,1.0,1.0,0.0,0.5
P-07522,0.0,0.0,0.0,0.0,0.0
P-31020,0.0,0.0,1.0,0.0,0.25
P-26814,0.0,0.0,0.0,0.0,0.0
P-32841,0.0,0.0,0.0,0.0,0.0
P-42741,0.0,0.0,1.0,0.0,0.25
P-32578,0.0,0.0,0.0,0.0,0.0
P-20802,0.0,0.0,0.0,0.0,0.0
UT-42163,1.0,0.0,0.0,0.0,0.25
N-20598,0.0,0.0,0.0,0.0,0.0
P-50955,0.0,0.0,0.0,0.0,0.0
P-44225,0.0,0.0,0.0,0.0,0.0
N-12310,0.0,0.0,0.0,0.0,0.0
N-23495,0.0,0.0,0.0,0.0,0.0
UT-18743,0.0,0.0,0.0,0.0,0.0
P-38607,0.0,0.0,0.0,0.0,0.0
P-29546,0.0,0.0,0.0,0.0,0.0
P-32069,0.0,1.0,0.0,0.0,0.25
P-21540,0.0,0.0,0.0,0.0,0.0
N-22815,0.0,0.0,0.0,0.0,0.0
P-43787,0.0,0.0,0.0,0.0,0.0
N-01692,0.0,0.0,0.0,0.0,0.0
P-26042,0.0,0.0,0.0,0.0,0.0
N-24734,0.0,0.0,0.0,0.0,0.0
N-11402,0.0,0.0,0.0,0.0,0.0
P-13390,0.0,0.0,0.0,0.0,0.0
N-28460,0.0,0.0,0.0,0.0,0.0
N-21311,0.0,0.0,0.0,0.0,0.0
N-26020,0.0,0.0,0.0,0.0,0.0
N-19957,0.0,0.0,0.0,0.0,0.0
P-35345,0.0,0.0,0.0,0.0,0.0
P-05739,0.0,0.0,0.0,0.0,0.0
N-23636,0.0,0.0,0.0,0.0,0.0
N-34358,0.0,0.0,0.0,0.0,0.0
N-07650,0.0,0.0,0.0,0.0,0.0
P-06980,0.0,0.0,0.0,0.0,0.0
N-30766,0.0,0.0,0.0,0.0,0.0
N-15341,0.0,0.0,0.0,0.0,0.0
N-12061,0.0,0.0,0.0,0.0,0.0
P-05918,0.0,0.0,0.0,0.0,0.0
N-33025,0.0,0.0,0.0,0.0,0.0
P-07525,0.0,0.0,0.0,0.0,0.0
N-02720,0.0,0.0,0.0,0.0,0.0
N-06671,0.0,0.0,0.0,0.0,0.0
P-36311,0.0,0.0,0.0,0.0,0.0
N-18142,0.0,0.0,0.0,0.0,0.0
P-40987,0.0,0.0,0.0,0.0,0.0
N-34431,0.0,1.0,1.0,0.0,0.5
N-31815,0.0,0.0,0.0,0.0,0.0
P-50547,0.0,0.0,0.0,0.0,0.0
P-34537,0.0,0.0,0.0,0.0,0.0
P-31598,0.0,0.0,0.0,0.0,0.0
N-15514,0.0,0.0,0.0,0.0,0.0
N-00339,0.0,0.0,1.0,0.0,0.25
P-40318,0.0,0.0,0.0,0.0,0.0
N-33498,0.0,0.0,0.0,0.0,0.0
P-47751,0.0,1.0,0.0,0.0,0.25
UT-23237,0.0,1.0,0.0,0.0,0.25
P-37834,0.0,0.0,0.0,0.0,0.0
P-48866,0.0,0.0,1.0,0.0,0.25
P-07063,0.0,0.0,0.0,0.0,0.0
N-11501,0.0,0.0,0.0,0.0,0.0
P-00991,0.0,0.0,0.0,0.0,0.0
N-04917,0.0,0.0,0.0,0.0,0.0
P-48680,0.0,0.0,0.0,0.0,0.0
P-03289,1.0,1.0,1.0,0.0,0.75
N-22486,0.0,0.0,0.0,0.0,0.0
P-30414,0.0,0.0,1.0,0.0,0.25
N-11234,0.0,0.0,0.0,0.0,0.0
P-29419,0.0,0.0,0.0,0.0,0.0
N-12859,0.0,0.0,0.0,0.0,0.0
N-27367,0.0,0.0,0.0,0.0,0.0
N-18940,0.0,0.0,0.0,0.0,0.0
N-05531,0.0,0.0,0.0,0.0,0.0
P-20059,0.0,0.0,0.0,0.0,0.0
P-35664,0.0,0.0,0.0,0.0,0.0
N-06348,0.0,0.0,0.0,0.0,0.0
N-16159,0.0,0.0,0.0,0.0,0.0
P-37727,0.0,0.0,0.0,0.0,0.0
P-48449,0.0,1.0,0.0,0.0,0.25
N-08957,0.0,0.0,0.0,0.0,0.0
N-24575,0.0,0.0,0.0,0.0,0.0
P-28493,0.0,0.0,0.0,0.0,0.0
P-14913,0.0,0.0,0.0,0.0,0.0
N-31220,0.0,0.0,0.0,0.0,0.0
P-45215,0.0,0.0,0.0,0.0,0.0
P-29898,1.0,1.0,0.0,0.0,0.5
UT-4471,0.0,1.0,0.0,0.0,0.25
UT-0542,0.0,0.0,0.0,1.0,0.25
P-05505,0.0,0.0,0.0,0.0,0.0
N-11270,0.0,0.0,0.0,0.0,0.0
P-08887,0.0,0.0,0.0,0.0,0.0
N-29255,0.0,0.0,0.0,0.0,0.0
N-34517,0.0,1.0,0.0,0.0,0.25
P-46587,0.0,0.0,0.0,0.0,0.0
N-14326,0.0,0.0,0.0,0.0,0.0
UT-2971,1.0,1.0,1.0,0.0,0.75
N-31789,0.0,0.0,0.0,0.0,0.0
P-50524,0.0,0.0,0.0,0.0,0.0
P-47954,0.0,0.0,0.0,0.0,0.0
N-05218,0.0,0.0,0.0,0.0,0.0
N-09359,0.0,0.0,0.0,0.0,0.0
P-18693,0.0,0.0,0.0,0.0,0.0
P-07038,0.0,0.0,0.0,0.0,0.0
P-20216,0.0,0.0,0.0,0.0,0.0
P-00291,0.0,0.0,0.0,0.0,0.0
N-17543,0.0,0.0,0.0,0.0,0.0
N-05650,0.0,0.0,0.0,0.0,0.0
N-20501,0.0,0.0,0.0,0.0,0.0
P-35164,0.0,0.0,0.0,0.0,0.0
N-30442,0.0,0.0,0.0,0.0,0.0
P-29897,0.0,0.0,0.0,0.0,0.0
P-04733,0.0,0.0,0.0,0.0,0.0
N-07791,0.0,0.0,0.0,0.0,0.0
P-48980,0.0,0.0,0.0,0.0,0.0
UT-20608,0.0,1.0,0.0,0.0,0.25
P-15102,1.0,0.0,0.0,0.0,0.25
P-26831,0.0,0.0,0.0,0.0,0.0
N-22539,0.0,0.0,0.0,0.0,0.0
N-15090,0.0,0.0,0.0,0.0,0.0
N-18238,0.0,0.0,0.0,0.0,0.0
UT-21706,0.0,1.0,0.0,0.0,0.25
P-38051,0.0,0.0,0.0,0.0,0.0
N-09588,0.0,0.0,0.0,0.0,0.0
P-11217,0.0,0.0,0.0,0.0,0.0
N-01067,0.0,0.0,1.0,0.0,0.25
UT-6994,1.0,1.0,0.0,0.0,0.5
P-28991,0.0,0.0,0.0,0.0,0.0
N-32264,0.0,0.0,0.0,0.0,0.0
N-00053,0.0,0.0,0.0,0.0,0.0
N-28238,0.0,0.0,0.0,0.0,0.0
N-21131,0.0,0.0,0.0,0.0,0.0
N-00101,0.0,0.0,0.0,0.0,0.0
N-26681,0.0,0.0,0.0,0.0,0.0
N-20191,0.0,0.0,0.0,0.0,0.0
N-19406,0.0,0.0,0.0,0.0,0.0
P-48029,0.0,0.0,0.0,0.0,0.0
P-39137,0.0,0.0,0.0,0.0,0.0
P-30205,0.0,0.0,0.0,0.0,0.0
P-47352,0.0,1.0,0.0,0.0,0.25
P-17239,0.0,0.0,0.0,0.0,0.0
P-00465,0.0,0.0,0.0,0.0,0.0
N-08323,0.0,0.0,0.0,0.0,0.0
P-20202,0.0,0.0,0.0,0.0,0.0
P-23057,0.0,0.0,0.0,0.0,0.0
N-04123,0.0,0.0,0.0,0.0,0.0
P-01638,0.0,0.0,0.0,0.0,0.0
P-38547,0.0,0.0,1.0,0.0,0.25
P-34867,0.0,0.0,0.0,0.0,0.0
N-37357,0.0,0.0,0.0,0.0,0.0
N-24805,0.0,0.0,0.0,0.0,0.0
P-44735,0.0,0.0,0.0,0.0,0.0
P-44128,0.0,0.0,0.0,0.0,0.0
N-09108,0.0,0.0,0.0,0.0,0.0
P-48765,0.0,0.0,0.0,0.0,0.0
P-44194,0.0,0.0,0.0,0.0,0.0
N-24155,0.0,0.0,0.0,0.0,0.0
P-15432,0.0,0.0,0.0,0.0,0.0
P-07543,0.0,0.0,0.0,0.0,0.0
N-19382,0.0,0.0,0.0,0.0,0.0
P-21547,0.0,0.0,0.0,0.0,0.0
N-25042,0.0,0.0,0.0,0.0,0.0
P-51297,0.0,0.0,0.0,0.0,0.0
N-10534,0.0,0.0,1.0,0.0,0.25
N-30775,0.0,0.0,0.0,0.0,0.0
N-36300,0.0,0.0,0.0,0.0,0.0
